Name,Type,Year,Episodes,Genres,Synopsis,Rating,Members,Studio,Source,Theme,Demographic
Makeruna! Makendou,OVA, 1995,1,['Comedy'],"Makenko used to be a normal boy—until he was kidnapped by the brain monster Dr. Mud and transformed into a cyborg capable of destroying both the monster and human worlds! On his quest for vengeance, he is inadvertently joined by Makendo, a fellow monster hunter who would prefer not to be, and her little sister Hikari who would like nothing better! Dastardly demons and wacky monsters abound as the trio fight the bad guys to kick some monster butt, and get Makenko's body back!",5.60,1394,OLM,Game,,Shounen
Sasuke,TV, 1968,29,['Action'],"Sasuke is the son of a very skilled ninja, whose name is Ozaru. After the defeat of their lord, Yukimura Sanada, Tokugawa's and Hattori's ninjas begin to persecute all their enemies still alive: that means Ozaru and Sasuke must leave their house and start a violent struggle for their own life. Danger, vengeance, anger, loyalty, pain are the basic elements of this story, where the worst aspects of the human soul are described together with the growth of the main character, the young Sasuke. ",6.71,1382,Unknown,Manga,"['Historical', 'Martial Arts']",Shounen
Futari no Joe,OVA, 2003,6,['Sports'],"Joe Yuki, one of the coolest DJs in Shibuya, has a secret identity as the leader of gangs. Because of his traumatic childhood, he fiercely hates ""weaklings"" and sees winning as his only option in life. One night, an old man is being taunted by the kid known as ""the human punching bag."" The old man reminds Joe of his parents and childhood, and he uncontrollably challenges the kid to a fight. A fight in which he's defeated, and his pride is utterly shattered into pieces.(Source: ANN)",5.72,1381,Office AO,,Combat Sports,Shounen
Dr. Slump Movie 03: Arale-chan Hoyoyo! Sekai Isshuu Dai Race,Movie, 1983,1,"['Comedy', 'Sci-Fi']","Arale and her friends learn of a World Grand Prix being organised by the Radial Kingdom. The prize is marrying Princess Front (a dead ringer to Ms. Yamabuki) or 1 million dollars. Of course they decide to enter for the money. Not so for Dr. Mashirito; he is going for the princess and will stop at nothing to win! The princess though has her own plan, which involves Ms. Yamabuki, and that of course means even Dr. Slump decides to enter with his trusty Borobo. Let the race begin...(Source: M74)",6.22,1379,Toei Animation,Manga,Gag Humor,Shounen
Dr. Slump Movie 07: Arale-chan N-cha! Penguin Mura yori Ai wo Komete,Movie, 1993,1,"['Comedy', 'Sci-Fi']","Unable to entertain their princess Puruah, the kingdom of Yapaya requests professor Senbei to create a comedic robot capable of making her laugh for the first time in her life.(Source: ANN)",6.16,1351,Toei Animation,Manga,Gag Humor,Shounen
Dr. Slump Movie 11: Dr. Mashirito & Abale-chan,Movie, 2007,1,"['Comedy', 'Sci-Fi']",The story centers around an evil counterpart of Arale created by Dr. Mashirito named Abale.,5.98,1343,Toei Animation,Manga,Gag Humor,Shounen
Tatakae!! Ramenman,TV, 1988,35,"['Action', 'Adventure']","Set in a land where several martial arts styles collide, including (but not limited to) Chinese Kung Fu, Japanese Karate, and South Korean Taekwondo. Yet amongst these Shaolin-trained fighters and men powerful enough to cut the face of a mountain, Victory Ramenman is said to be the strongest of them all. At a young age, he witnessed his father Somenman being murdered by members of the Cobra Gang (who are still running rampant to this day). Found and taken in by the wise old Chen Sou-Mei, Ramenman trains for 12 years under his master and learns the great Essential Battle Dragon (闘龍極意書, To Ryuu Gokui Sho) style of Choujin Martial arts. Now, with his young sidekick Shao-Mai, Ramenman travels the land seeking vengeance for his father, fighting several villains along the way.(Source: Wikipedia)",6.22,1338,Toei Animation,,Martial Arts,Shounen
Fuuma no Kojirou: Fuuma Hanran-hen,OVA, 1991,1,"['Action', 'Fantasy']","After the Chaos war, Kojiro and Ryouma return to earth only to find their clan members killing off each other. ",6.31,1337,animate Film,Manga,Martial Arts,Shounen
Shounen Sunday CM: Karakuri Circus,Special, 1998,1,"['Action', 'Mystery']",Karakuri Circus television commercial for Shounen Sunday magazine.,5.75,1325,Unknown,Manga,,Shounen
Keroro Gunsou: Mushakero Ohirome Sengoku Ranstar Dai Battle,Special, 2008,1,"['Action', 'Comedy']","This was the 14-minute movie that was screened in theaters with Keroro Gunsou Movie 3. It became the prequel to the Mushakero in season 5 of the main Keroro Gunsou anime series. It takes place in Ranstar where the Keroro platoon are up against the Vipers. The whole setting of Ranstar is based on the Sengoku Era of Japan, and all characters are dressed in that fashion.",6.51,1323,Sunrise,,"['Mecha', 'Parody', 'Samurai']",Shounen
Shin Seiki Den Mars,TV, 2002,13,['Sci-Fi'],"Mars is discovered on a forming volcano island, Heisei; a man with no memory. In reality, Mars is from outer space, and is supposed to gather information to decide whether Earth should be destroyed or not. Along with the giant robot Gaia, and his mysterious images of a woman urging him not to destroy the world, Mars decides to fight for Earth rather than destroy it, even if it means fighting his own kind. But if Mars is killed, Gaia will explode, destroying Earth along with it.(Source: ANN)",5.58,1321,"['Plum', 'Studio Guts']",Manga,Mecha,Shounen
Dr. Slump Movie 05: Arale-chan Hoyoyo! Yume no Miyako Mechapolis,Movie, 1985,1,"['Comedy', 'Sci-Fi']","Arale and her friends from Penguin Village, after watching a movie that mentions Mechapolis, a mecha city, express a desire that it was real. That same night all the children get abducted and end up in the real Mechapolis! They learn that for that night every wish they have will be granted. What could possibly go wrong...(Source: M74)",6.11,1316,Toei Animation,Manga,Gag Humor,Shounen
Shippuu! Iron Leaguer,TV, 1993,52,"['Sci-Fi', 'Sports']","The Iron League: a place where teams of robots, under individual ""owners"", play various sports and duke it out in tournaments. Mach Windy is a member of Dark Prince, a team that doesn't play fair and fights dirty to win. Unsatisfied with the actions of his teammates, he defects against the will of Dark Prince's nefarious owner and joins Silver Prince: the weakest team in the league. Alongside faithful companions such as Magnum Ace and Bull Armor, Mach Windy and Silver Prince will battle against Dark Prince in games of soccer and baseball, and aim for the top!(Source: Animeplanet)",7.09,1305,Sunrise,Original,"['Mecha', 'Team Sports']",Shounen
Kinnikuman (Movie),Movie, 1984,1,"['Action', 'Comedy', 'Sports']",Mari and Kinnikuman's Championship Belt are stolen by the Octopus Dragon and his minions. Now Kinnikuman and the other Justice Choujins must travel to Planet Metro and compete in a tournament in order to win them back.,6.27,1285,Toei Animation,,Combat Sports,Shounen
Bari Bari Densetsu,OVA, 1986,2,"['Action', 'Drama']","The main character, Gun, rides a customized Honda CB750F cafe racer and eventually evolves into a pro road racer.",6.41,1279,Pierrot,Manga,Racing,Shounen
Burning Blood,OVA, 1990,3,['Sports'],"Ryo Takagi is a trumpet player on the verge of hitting it big with his band, but he's also a natural fighter whose blood starts burning when he fights seriously; this gave him the nickname B.B (""Burning Blood""). After suffering absolute defeat at the hands of a young man named Jin Moriyama, though, Ryo decides to trade in his trumpet for a pair of boxing gloves in order to have a rematch the way Moriyama wants it: In the boxing ring.(Source: ANN)",6.06,1277,Magic Bus,Manga,Combat Sports,Shounen
Dr. Slump Movie 06: Arale-chan N-cha! Penguin Mura wa Hare Nochi Hare,Movie, 1993,1,"['Comedy', 'Sci-Fi']","At the Penguin Village, the dinosaurs styled monster named Dodongadon appeared. But he was small as Arale and did not have strong power. Arale defeat him very easily, and Dodongadon called his mother Mamangadon. She was huge and had a big power. How Arale can defeat this big monster?(Source: Official Website)",6.18,1271,Toei Animation,Manga,Gag Humor,Shounen
Hakyuu Houshin Engi: Kou-ke no Chi,Special, 2018,1,"['Adventure', 'Fantasy', 'Supernatural']",Special episode bundled with the eighth Blu-ray and DVD volume of Hakyuu Houshin Engi.,5.62,1267,C-Station,Manga,Mythology,Shounen
Isobe Isobee Monogatari Jump Festa Special,Special, 2016,3,['Comedy'],"The DVD contains the Jump Festa 2015 Isobe Isobee Monogatari event anime. The release includes the episodes ""Gintama-hen,"" ""Shokugeki no Souma-hen,"" and ""Haikyuu!!-hen,"" which parody other Jump properties.(Source: ANN)",0,1260,Unknown,Manga,"['Gag Humor', 'Historical']",Shounen
Guitar wo Motta Shounen: Kikaider vs. Inazuman,Special, 2003,1,['Sci-Fi'],The OVA Special which teams the Anime version of the legendary Henshin Hero Jiro/Jinzou Ningen Kikaider with another Toei Henshin Hero Inazuman.  ,6.39,1254,Unknown,,,Shounen
Dynamic Super Robots Soushingekki,Special, 2000,3,"['Action', 'Sci-Fi']","The Aphrodite A is in trouble. The Mazinger Z, Great Mazinger, Getter Robo G and many other Dynamic Robots must rescue her.",6.43,1236,Unknown,,Mecha,Shounen
Dr. Slump Movie 10: Arale no Bikkuriman,Movie, 1999,1,"['Comedy', 'Sci-Fi']","Arale and company arrive at a nice location for a picnic. They soon discover a beautiful stone with strange powers. Before they know it, a dangerous pirate and his mysterious ship invades their peace and steals the stone. Now it is up to them to retrieve the stone before it is used by evil hands.(Source: BakaBT)",6.04,1234,Toei Animation,Manga,Gag Humor,Shounen
Dr. Slump Movie 09: Arale-chan N-cha!! Wakuwaku Hot no Natsuyasumi,Movie, 1994,1,"['Comedy', 'Sci-Fi']","It's summer vacation in Penguin Village, and a very pretty vampire pays them a visit!(Source: BakaBT)",6.18,1224,Toei Animation,Manga,Gag Humor,Shounen
Dr. Slump Movie 08: Arale-chan Hoyoyo!! Tasuketa Same ni Tsurerarete...,Movie, 1994,1,"['Comedy', 'Sci-Fi']",Arale saves a baby shark at the beach and in gratitude the sharks invite she and her family to visit the Underwater Kingdom.(Source: ANN),6.07,1212,Toei Animation,Manga,Gag Humor,Shounen
Makyou Densetsu Acrobunch,TV, 1982,24,['Sci-Fi'],"Led by scientist Tatsuya Randou, the Randou family undertakes a journey around the globe in order to search out ancient ruins to uncover the legend of Quetzalcoatl, which unlocks the key to a fabulous treasure. However, tailing the Randou family is Gopurin, an evil organisation that covets the legendary treasure for itself. The Randou family has the secret weapon of super robot Acrobunch. It becomes a race around the world of who finds the treasure first. (Source: Wikipedia) ",5.91,1187,Unknown,,Mecha,Shounen
Genki Bakuhatsu Ganbaruger,TV, 1992,47,[],"Koutarou's father is trying to train his son in the art of the ninja, but a mis-hit bomb accidently damages a shrine and releases a great demon that Eldoran had been keeping contained. Eldoran manages to contain him, but one of his servants manages to escape as well, and now attempts to free his master. To stop him, Eldoran grants the three mecha Gotiger, King Elephan, and Mach Eagle to Koutarou and his two friends, as well as suits that grant each of them a special power. Miracle Ninja Ganbare Team is born!(Source: starfox.net)",7.17,1180,Sunrise,Original,Mecha,Shounen
Saru Getchu: On Air,TV, 2006,26,"['Adventure', 'Comedy', 'Fantasy', 'Romance']","An evil monkey, Specter, has escaped a circus, using a mind-controlling device which allows him to become smarter and have access to controlling the monkeys. Kakeru is called over by a professor in order to capture all the monkeys, including the one's who's controlling them: Specter.(Source: ANN)",6.06,1177,Xebec,Game,,"['Kids', 'Shounen']"
Juusenki L-Gaim III: Full Metal Soldier,OVA, 1987,1,"['Action', 'Sci-Fi']","A side story taking place somewhere before the second half of the series, prior to Daba acquiring the L-Gaim Mk-II. Daba's comrade Leccee is captured by Poseidal's forces, and Daba and his rebels attempt to save her. ",6.31,1174,Sunrise,,Mecha,Shounen
Nano Invaders,TV, 2014,52,"['Action', 'Adventure']","Nano Invaders follows the eye-popping adventures of Hikaru, 11, who is dragged into a series of battles between two rival alien clans. One day Hikaru tries on a bracelet that belongs to his classmate Mimi and he turns into a monster. Mimi’s family is a special scouting unit from planet Anima. When alien invaders from a rival planet Damon attack the city, Hikaru joins force with Mimi’s family to fight back. The battle gets on the TV, making Hikaru and the aliens instant heroes. Simple-minded Hikaru is happy to see his dream come true, not knowing that Mimi’s family is plotting to take over the earth too!(Source: Mondo TV)",0,1165,Unknown,Original,Super Power,Shounen
Shounen Sunday CM: Detective Conan,Special, 1995,1,['Mystery'],Detective Conan television commercial for Shounen Sunday magazine.,5.53,1152,Unknown,Manga,,Shounen
